노출키워드,연관키워드,검색(PC),검색(폰),평균클릭(PC),평균클릭(폰),평클릭률(PC),평균클릭률(폰),노출광고수,경쟁도,총검색,총클릭
퀵배너,입간판,7570,18800,98.8,340.0,1.39,1.93,15,높음,26370.0,438.8
퀵배너,현수막사이즈,2000,1550,31.9,68.1,1.68,4.68,15,높음,3550.0,100.0
야외가판대,휴대폰진열장,150,360,7.1,22.8,4.95,6.44,15,높음,510.0,29.9
주차금지,주차금지,1890,3090,12.7,56.0,0.71,1.96,15,높음,4980.0,68.7
주차금지,주차금지표지판,3360,10600,44.3,330.3,1.41,3.32,15,높음,13960.0,374.6
주차금지,주차금지대,1330,2960,7.0,78.4,0.56,2.86,15,높음,4290.0,85.4
주차금지,인포메이션,2560,6170,10.3,58.3,0.43,1.02,15,높음,8730.0,68.6
주차금지,문패,1580,4140,15.7,85.3,1.06,2.19,15,높음,5720.0,101.0
주차금지,경광봉,1620,3080,6.5,45.3,0.44,1.58,15,높음,4700.0,51.8
주차금지,차량용스티커,1090,5730,17.5,107.3,1.69,1.99,15,높음,6820.0,124.8
주차금지,주차차단기,3080,4010,55.3,138.5,1.88,3.72,15,높음,7090.0,193.8
주차금지,주차장차단기,640,1840,17.5,64.8,2.93,3.75,15,높음,2480.0,82.3
주차금지,모서리보호대,4200,13200,38.3,252.5,0.97,2.05,15,높음,17400.0,290.8
주차금지,회사명판,2380,1670,31.3,40.3,1.37,2.54,15,높음,4050.0,71.6
주차금지,표지판,2750,4450,16.2,26.7,0.63,0.64,15,높음,7200.0,42.9
주차금지,차량스티커,1430,7560,19.1,86.0,1.42,1.22,15,높음,8990.0,105.1
주차금지,안전표지판,1270,1480,23.6,21.7,1.93,1.55,15,높음,2750.0,45.3
주차금지,명패,4810,7880,57.7,216.5,1.27,2.92,15,높음,12690.0,274.2
주차금지,바리케이트,2120,2470,7.7,38.9,0.39,1.7,15,높음,4590.0,46.6
주차금지,돌출간판,1410,3460,14.3,64.3,1.07,1.97,15,높음,4870.0,78.6
주차금지,코너보호대,980,1330,28.1,52.0,3.03,4.16,15,높음,2310.0,80.1
주차금지,미니간판,780,2950,13.8,86.3,1.87,3.12,15,높음,3730.0,100.1
주차금지,자동차스티커,1530,8770,18.0,118.8,1.24,1.46,15,높음,10300.0,136.8
주차금지,볼라드,6250,7150,91.2,223.0,1.55,3.3,15,높음,13400.0,314.2
주차금지,현판,4440,5630,67.9,77.3,1.62,1.45,15,높음,10070.0,145.2
주차금지,기계식주차장,1470,3030,41.4,58.8,2.96,2.07,15,높음,4500.0,100.2
주차금지,아크릴간판,2330,5010,51.8,109.3,2.35,2.32,15,높음,7340.0,161.1
주차금지,차선규제봉,2010,980,17.8,25.3,0.93,2.77,15,높음,2990.0,43.1
주차금지,과속방지턱,2180,2580,48.0,94.5,2.35,3.9,15,높음,4760.0,142.5
주차금지,탄력봉,880,1480,10.1,49.0,1.22,3.55,15,높음,2360.0,59.1
주차금지,바리게이트,2380,4220,7.9,34.5,0.36,0.88,15,높음,6600.0,42.4
주차금지,방지턱,810,1790,8.6,35.1,1.11,2.08,15,높음,2600.0,43.7
주차금지,반사경,3110,2890,34.8,101.3,1.19,3.74,15,높음,6000.0,136.1
주차금지,라바콘,3670,6390,22.5,109.5,0.65,1.83,15,높음,10060.0,132.0
주차금지,입간판,7570,18800,98.8,340.0,1.39,1.93,15,높음,26370.0,438.8
주차금지,볼록거울,660,1850,8.9,51.9,1.41,2.99,15,높음,2510.0,60.8
주차금지,침대용달,560,4300,15.5,285.2,2.84,7.06,15,높음,4860.0,300.7
주차금지,미니블럭,340,2820,1.7,37.1,0.51,1.42,15,높음,3160.0,38.8
주차금지,철제입간판,1030,1940,19.0,57.0,1.92,3.14,15,높음,2970.0,76.0
주차금지,방독마스크,1740,4400,7.1,86.9,0.45,2.14,15,높음,6140.0,94.0
주차금지,안내판,1890,1550,22.7,31.7,1.26,2.16,15,높음,3440.0,54.4
미끄럼주의,입간판,7570,18800,98.8,340.0,1.39,1.93,15,높음,26370.0,438.8
미끄럼주의,주차금지표지판,3360,10600,44.3,330.3,1.41,3.32,15,높음,13960.0,374.6
미끄럼주의,카페입간판,660,2950,11.2,58.8,1.79,2.12,15,높음,3610.0,70.0
미끄럼주의,표지판,2750,4450,16.2,26.7,0.63,0.64,15,높음,7200.0,42.9
미끄럼주의,철제입간판,1030,1940,19.0,57.0,1.92,3.14,15,높음,2970.0,76.0
미끄럼주의,화장실표지판,1070,2010,12.7,59.8,1.26,3.14,15,높음,3080.0,72.5
미끄럼주의,사원증,3960,4360,85.9,112.3,2.31,2.77,15,높음,8320.0,198.2
미끄럼주의,안내판,1890,1550,22.7,31.7,1.26,2.16,15,높음,3440.0,54.4
미끄럼주의,안전표지판,1270,1480,23.6,21.7,1.93,1.55,15,높음,2750.0,45.3
미끄럼주의,잔넬,1430,1260,15.0,24.0,1.1,2.02,15,높음,2690.0,39.0
미끄럼주의,교통안전표지판,800,2440,12.9,28.2,1.72,1.24,15,높음,3240.0,41.1
미끄럼주의,주차금지대,1330,2960,7.0,78.4,0.56,2.86,15,높음,4290.0,85.4
미끄럼주의,도로교통표지판,710,2440,8.1,41.3,1.21,1.82,15,높음,3150.0,49.4
미끄럼주의,교통표지판,1490,2440,15.5,30.5,1.09,1.3,15,높음,3930.0,46.0
미끄럼주의,카페인테리어소품,390,1780,14.6,78.8,4.07,4.74,15,높음,2170.0,93.4
미끄럼주의,카페간판,650,1850,9.7,49.5,1.58,2.89,15,높음,2500.0,59.2
미끄럼주의,서각,770,2170,10.1,70.4,1.42,3.44,15,높음,2940.0,80.5
미끄럼주의,미니간판,780,2950,13.8,86.3,1.87,3.12,15,높음,3730.0,100.1
네온LED보드,네온LED보드,< 10,< 10,0.0,0.0,0.0,0.0,0,낮음,0.0,0.0
마커,작업복,2870,11900,66.2,355.0,2.45,3.21,15,높음,14770.0,421.2
마커,강아지그림,1150,6780,3.7,57.0,0.34,0.92,15,높음,7930.0,60.7
마커,여름작업복바지,6720,19900,29.9,472.6,0.52,2.65,15,높음,26620.0,502.5
마커,작업복바지,1200,6160,12.9,182.0,1.16,3.21,15,높음,7360.0,194.9
마커,카파,2880,12300,12.1,140.7,0.45,1.21,15,높음,15180.0,152.8
-,-,5710,8280,0.0,0.0,0.0,0.0,0,낮음,13990.0,0.0
맥주,맥주,8930,53300,23.8,470.0,0.29,0.96,15,높음,62230.0,493.8
맥주,수제맥주,2400,10000,10.1,129.3,0.45,1.39,15,높음,12400.0,139.4
맥주,무알콜맥주,7490,65600,48.3,964.3,0.69,1.58,15,높음,73090.0,1012.6
맥주,수입맥주,1030,6380,9.3,123.6,0.97,2.1,15,높음,7410.0,132.9
맥주,세계맥주,760,5510,6.5,81.1,0.92,1.61,15,높음,6270.0,87.6
맥주,맥주종류,1640,15600,5.3,144.1,0.35,0.99,10,중간,17240.0,149.4
맥주,과일맥주,810,5890,5.1,51.5,0.7,0.95,7,중간,6700.0,56.6
맥주,독일맥주,720,6100,2.2,93.7,0.34,1.66,10,중간,6820.0,95.9
맥주,KGB맥주,580,7180,1.0,61.0,0.31,0.93,1,중간,7760.0,62.0
맥주,캔맥주,1130,7590,11.2,160.0,1.05,2.28,12,중간,8720.0,171.2
맥주,논알콜맥주,1160,8610,7.6,82.3,0.69,1.03,12,중간,9770.0,89.9
맥주,맥주잔,3520,25500,19.7,342.8,0.59,1.44,15,높음,29020.0,362.5
맥주,하이네켄무알콜,2640,19300,51.5,525.8,2.07,2.93,5,중간,21940.0,577.3
맥주,리큐르,1730,7010,5.4,69.0,0.33,1.06,15,높음,8740.0,74.4
맥주,기네스흑맥주,680,9000,3.0,59.0,0.48,0.73,1,중간,9680.0,62.0
맥주,망고링고,790,5760,11.0,99.4,1.49,1.86,2,낮음,6550.0,110.4
맥주,김해맛집추천,280,6120,2.4,107.7,0.93,1.93,15,높음,6400.0,110.1
맥주,하이네켄,2880,19100,8.0,139.4,0.3,0.77,8,중간,21980.0,147.4
맥주,포장마차,2710,16400,1.8,61.0,0.08,0.41,15,높음,19110.0,62.8
맥주,칭따오무알콜,1270,9590,5.4,191.7,0.46,2.16,13,중간,10860.0,197.1
맥주,주류,2090,5830,12.0,85.2,0.61,1.57,15,높음,7920.0,97.2
맥주,내추럴와인,1430,8000,8.2,130.7,0.6,1.75,9,중간,9430.0,138.9
맥주,청라맛집,5380,67500,12.7,346.3,0.25,0.55,15,높음,72880.0,359.0
주점,수제맥주,2400,10000,10.1,129.3,0.45,1.39,15,높음,12400.0,139.4
주점,포장마차,2710,16400,1.8,61.0,0.08,0.41,15,높음,19110.0,62.8
주점,여의도맛집,11300,77200,26.8,494.3,0.25,0.68,15,높음,88500.0,521.1
주점,마포맛집,2780,23300,11.0,257.9,0.42,1.2,15,높음,26080.0,268.9
주점,맥주,8930,53300,23.8,470.0,0.29,0.96,15,높음,62230.0,493.8
주점,공덕맛집,3580,27100,7.4,46.0,0.22,0.19,15,높음,30680.0,53.4
주점,맥주안주,4320,36700,9.3,190.5,0.24,0.57,15,높음,41020.0,199.8
주점,한정식,2570,37500,2.9,174.0,0.12,0.5,15,높음,40070.0,176.9
주점,맥주종류,1640,15600,5.3,144.1,0.35,0.99,10,중간,17240.0,149.4
주점,닭발맛집,490,9620,1.8,130.8,0.4,1.5,15,높음,10110.0,132.6
주점,튤립닭발,1610,16900,4.5,179.8,0.31,1.15,15,높음,18510.0,184.3
주점,무뼈닭발,1810,13800,7.5,184.5,0.44,1.42,15,높음,15610.0,192.0
주점,닭발양념,400,16500,2.2,333.8,0.6,2.23,15,높음,16900.0,336.0
주점,오돌뼈,1560,11000,5.4,99.2,0.38,0.97,15,높음,12560.0,104.6
주점,청라맛집,5380,67500,12.7,346.3,0.25,0.55,15,높음,72880.0,359.0
수제맥주점,수제맥주점,< 10,< 10,0.0,0.0,0.0,0.0,0,낮음,0.0,0.0
창문작은간판,창문작은간판,< 10,< 10,0.0,0.0,0.0,0.0,0,낮음,0.0,0.0
커피간판,네온사인주문제작,1160,5220,39.5,339.6,3.63,6.92,15,높음,6380.0,379.1
커피간판,LED모듈,8680,15000,33.4,178.8,0.41,1.26,15,높음,23680.0,212.2
커피간판,아크릴간판,2330,5010,51.8,109.3,2.35,2.32,15,높음,7340.0,161.1
커피간판,간판업체,980,2960,30.2,159.8,3.26,5.74,15,높음,3940.0,190.0
커피간판,LED간판,1670,6350,25.3,221.0,1.61,3.71,15,높음,8020.0,246.3
HS,관세사,6280,15300,27.6,129.3,0.47,0.9,15,높음,21580.0,156.9
HS,경첩,6920,17800,42.7,207.0,0.67,1.25,15,높음,24720.0,249.7
HS,힌지,4190,7190,12.5,40.3,0.32,0.6,15,높음,11380.0,52.8
일반용,일반용,20,10,0.0,0.0,0.0,0.0,3,높음,30.0,0.0
AD,오토브라이트,1620,2680,13.7,133.3,0.91,5.29,15,높음,4300.0,147.0
AD,케미컬가이,3880,10300,11.9,168.0,0.33,1.73,15,높음,14180.0,179.9
옥외용,옥외용,40,40,0.0,0.0,0.0,0.0,3,높음,80.0,0.0
122폭,122폭,< 10,< 10,0.0,0.0,0.0,0.0,0,낮음,0.0,0.0
맥주주점,맥주주점,< 10,< 10,0.0,0.0,0.0,0.0,0,낮음,0.0,0.0
현대메탈시트지,현대메탈시트지,< 10,< 10,0.0,0.0,0.0,0.0,3,높음,0.0,0.0
테이블,테이블,12100,58200,79.8,897.5,0.7,1.65,15,높음,70300.0,977.3
테이블,거실테이블,7890,75100,109.5,2098.7,1.48,2.99,15,높음,82990.0,2208.2
테이블,6인용식탁,5730,57500,123.1,2158.1,2.28,4.03,15,높음,63230.0,2281.2
테이블,홈바테이블,2120,13400,31.0,384.2,1.54,3.08,15,높음,15520.0,415.2
테이블,소파테이블,3990,22500,40.3,433.3,1.08,2.05,15,높음,26490.0,473.6
테이블,이케아책상,6480,42600,19.6,510.5,0.32,1.29,15,높음,49080.0,530.1
테이블,바테이블,4260,15900,39.7,393.5,1.0,2.64,15,높음,20160.0,433.2
테이블,리프트업테이블,1640,8370,7.4,139.2,0.48,1.78,15,높음,10010.0,146.6
테이블,원목테이블,3690,23400,88.3,891.2,2.55,4.09,15,높음,27090.0,979.5
테이블,쇼파테이블,3710,22500,51.5,439.0,1.46,2.1,15,높음,26210.0,490.5
테이블,카페테이블,3500,15600,96.7,511.5,2.97,3.5,15,높음,19100.0,608.2
테이블,좌식테이블,4730,29100,17.6,356.1,0.4,1.31,15,높음,33830.0,373.7
테이블,테이블다리,1770,6230,33.3,229.0,2.0,3.93,15,높음,8000.0,262.3
테이블,탁자,2680,9280,13.8,127.7,0.55,1.49,15,높음,11960.0,141.5
테이블,4인용식탁,3940,28800,63.6,772.7,1.72,2.85,15,높음,32740.0,836.3
테이블,거실탁자,1050,8430,19.7,349.0,1.96,4.41,15,높음,9480.0,368.7
테이블,철제책상,3030,15100,45.3,470.9,1.58,3.35,15,높음,18130.0,516.2
테이블,액자테이블,1040,6550,9.1,204.7,0.93,3.35,15,높음,7590.0,213.8
테이블,화이트보드,9010,22100,125.1,480.0,1.49,2.33,15,높음,31110.0,605.1
테이블,듀오백의자,4730,15700,16.3,174.0,0.37,1.19,15,높음,20430.0,190.3
테이블,냉온풍기,2960,13200,29.6,270.3,1.08,2.24,15,높음,16160.0,299.9
테이블,모니터,53400,101200,146.7,904.3,0.3,0.96,15,높음,154600.0,1051.0
테이블,세탁기,24000,135100,79.8,1334.8,0.36,1.06,15,높음,159100.0,1414.6
테이블,에어콘,5360,21300,38.0,302.3,0.79,1.59,15,높음,26660.0,340.3
테이블,접이식책상,3920,16400,24.1,222.3,0.66,1.45,15,높음,20320.0,246.4
테이블,협탁,7370,40500,30.5,703.6,0.44,1.86,15,높음,47870.0,734.1
테이블,밥상,4800,42900,36.7,910.2,0.81,2.26,15,높음,47700.0,946.9
테이블,대리석테이블,960,6020,15.6,148.9,1.71,2.65,15,높음,6980.0,164.5
테이블,원형테이블,6690,39700,30.0,442.0,0.48,1.2,15,높음,46390.0,472.0
테이블,원형식탁,2660,26800,32.7,626.4,1.32,2.51,15,높음,29460.0,659.1
테이블,원목식탁,2940,22600,81.5,1035.4,2.95,4.92,15,높음,25540.0,1116.9
테이블,원목책상,2970,14800,44.2,473.4,1.59,3.41,15,높음,17770.0,517.6
테이블,6인식탁,1240,9000,19.5,254.6,1.65,3.02,15,높음,10240.0,274.1
테이블,원목책장,1460,8640,36.7,311.6,2.67,3.89,15,높음,10100.0,348.3
테이블,게이밍의자,30400,83000,172.4,1596.3,0.61,2.06,15,높음,113400.0,1768.7
테이블,1인용책상,1360,5960,12.9,170.5,1.0,3.08,15,높음,7320.0,183.4
테이블,거실협탁,920,7410,13.1,241.4,1.5,3.48,15,높음,8330.0,254.5
예약,호텔예약,28000,84000,588.2,4176.4,2.21,5.29,15,높음,112000.0,4764.6
예약,펜션,44600,251700,232.2,2452.3,0.56,1.04,15,높음,296300.0,2684.5
예약,태안가볼만한곳,9880,130400,48.8,2006.5,0.52,1.63,15,높음,140280.0,2055.3
예약,모텔,4560,136500,27.3,1743.0,0.64,1.38,15,높음,141060.0,1770.3
예약,수영장펜션,19500,183200,330.1,3050.1,1.79,1.78,15,높음,202700.0,3380.2
예약,호텔,30400,144900,211.5,2141.9,0.74,1.58,15,높음,175300.0,2353.4
예약,강원도가볼만한곳,15000,169500,87.9,2609.5,0.63,1.66,15,높음,184500.0,2697.4
예약,풀빌라,80200,557600,955.7,9870.0,1.27,1.9,15,높음,637800.0,10825.7
예약,태안펜션,18500,120800,214.3,1736.3,1.22,1.52,15,높음,139300.0,1950.6
예약,여수호텔,30100,165800,241.9,3697.2,0.85,2.37,15,높음,195900.0,3939.1
흡연석,흡연석,< 10,10,0.3,0.0,4.77,0.0,3,높음,10.0,0.3
네일아트,네일아트,6050,83700,8.8,367.0,0.16,0.48,15,높음,89750.0,375.8
네일아트,스포츠마사지자격증,1190,5650,14.9,213.4,1.32,4.1,15,높음,6840.0,228.3
네일아트,네일아트재료,570,4920,21.7,319.2,3.96,7.01,15,높음,5490.0,340.9
네일아트,네일재료,1940,17600,84.5,1288.8,4.65,7.9,15,높음,19540.0,1373.3
네일아트,셀프네일,940,5880,8.4,132.0,0.94,2.42,15,높음,6820.0,140.4
네일아트,네일팁,3350,27700,47.7,845.8,1.5,3.28,15,높음,31050.0,893.5
네일아트,네일,6820,144000,20.1,918.8,0.32,0.7,15,높음,150820.0,938.9
네일아트,여름네일,3140,17100,7.4,93.4,0.26,0.61,15,높음,20240.0,100.8
네일아트,네일스티커,2640,21500,44.5,610.5,1.79,3.07,15,높음,24140.0,655.0
네일아트,여름젤네일,670,5400,3.1,100.1,0.49,2.03,15,높음,6070.0,103.2
네일아트,젤네일스티커,2290,20900,97.6,1249.4,4.52,6.49,15,높음,23190.0,1347.0
네일아트,페디큐어,3760,41300,23.2,637.0,0.66,1.7,15,높음,45060.0,660.2
네일아트,미용학원,1670,7920,18.1,203.4,1.16,2.74,15,높음,9590.0,221.5
네일아트,미용사자격증,1250,6040,2.9,125.3,0.25,2.22,15,높음,7290.0,128.2
네일아트,내성발톱,4810,37800,5.3,138.7,0.12,0.4,15,높음,42610.0,144.0
네일아트,네일파츠,2090,18500,43.0,940.6,2.2,5.49,15,높음,20590.0,983.6
네일아트,손마사지기,3410,35000,19.1,587.0,0.59,1.79,15,높음,38410.0,606.1
네일아트,폴리젤,660,8890,2.0,94.3,0.32,1.14,15,높음,9550.0,96.3
네일아트,패디,1560,11900,2.3,90.0,0.16,0.83,15,높음,13460.0,92.3
네일아트,피부미용자격증,750,4300,3.9,103.0,0.54,2.52,15,높음,5050.0,106.9
네일아트,피부관리사자격증,880,5340,4.6,127.3,0.56,2.54,15,높음,6220.0,131.9
네일아트,국비지원,14600,24100,35.1,178.5,0.26,0.79,15,높음,38700.0,213.6
네일아트,데싱디바패디,1880,28900,9.4,277.6,0.55,1.06,15,높음,30780.0,287.0
네일아트,여름페디큐어,1060,20600,5.8,209.3,0.6,1.13,15,높음,21660.0,215.1
네일아트,수제네일팁,1070,6750,5.2,150.9,0.53,2.39,15,높음,7820.0,156.1
네일아트,붙이는네일,1540,3600,10.5,146.2,0.72,4.4,15,높음,5140.0,156.7
네일아트,대구눈썹문신,630,4460,8.4,97.8,1.41,2.34,4,낮음,5090.0,106.2
네일아트,내성발톱자가치료,2890,28800,19.9,322.0,0.73,1.19,10,중간,31690.0,341.9
네일아트,캔디스톤,1160,6940,26.1,98.5,2.4,1.52,8,중간,8100.0,124.6
네일아트,네일아트국가자격증,890,6890,3.3,158.0,0.39,2.45,15,높음,7780.0,161.3
네일아트,발톱무좀,4220,41400,6.3,211.0,0.16,0.55,15,높음,45620.0,217.3
네일아트,발굳은살제거,490,5940,2.9,69.8,0.62,1.27,15,높음,6430.0,72.7
네일아트,홍대네일,520,5390,2.9,106.3,0.6,2.13,15,높음,5910.0,109.2
네일아트,레푸스가격,1740,16300,24.4,242.2,1.46,1.56,5,중간,18040.0,266.6
네일아트,왁싱,5850,69600,17.7,1022.3,0.33,1.57,15,높음,75450.0,1040.0
led,LED,7310,20300,10.5,74.3,0.16,0.39,15,높음,27610.0,84.8
주차중,주차번호판,6550,32900,24.7,476.0,0.4,1.55,15,높음,39450.0,500.7
차량,소형SUV,23300,124800,13.7,425.3,0.07,0.37,15,높음,148100.0,439.0
차량,지프랭글러,14900,123200,14.8,371.5,0.11,0.33,15,높음,138100.0,386.3
차량,투싼,71600,302200,17.3,570.5,0.03,0.21,15,높음,373800.0,587.8
차량,전기차,55300,189900,44.7,736.4,0.09,0.42,15,높음,245200.0,781.1
흡착,베어링,6460,10900,85.6,142.8,1.41,1.41,15,높음,17360.0,228.4
게시판,어닝,10300,47700,138.1,1100.2,1.44,2.48,15,높음,58000.0,1238.3
게시판,박스제작,4710,4570,283.4,395.0,6.3,9.18,15,높음,9280.0,678.4
게시판,입간판,7570,18800,98.8,340.0,1.39,1.93,15,높음,26370.0,438.8
게시판,주차금지표지판,3360,10600,44.3,330.3,1.41,3.32,15,높음,13960.0,374.6
게시판,액자프레임,1710,7220,35.8,278.9,2.21,4.14,15,높음,8930.0,314.7
게시판,명패,4810,7880,57.7,216.5,1.27,2.92,15,높음,12690.0,274.2
게시판,LED간판,1670,6350,25.3,221.0,1.61,3.71,15,높음,8020.0,246.3
게시판,아크릴박스,2190,5700,42.6,177.0,2.03,3.31,15,높음,7890.0,219.6
게시판,게시판,5340,6650,57.2,134.3,1.14,2.14,15,높음,11990.0,191.5
게시판,간판업체,980,2960,30.2,159.8,3.26,5.74,15,높음,3940.0,190.0
게시판,아크릴간판,2330,5010,51.8,109.3,2.35,2.32,15,높음,7340.0,161.1
게시판,과일박스,820,2190,22.5,125.1,2.88,6.08,15,높음,3010.0,147.6
게시판,현판,4440,5630,67.9,77.3,1.62,1.45,15,높음,10070.0,145.2
게시판,간판제작,1520,2350,41.5,103.1,2.89,4.62,15,높음,3870.0,144.6
게시판,대형아크릴판,680,1920,21.3,112.7,3.33,6.4,15,높음,2600.0,134.0
게시판,간판만들기,560,2200,17.5,110.4,3.36,5.42,15,높음,2760.0,127.9
게시판,A2액자,990,4100,12.7,99.8,1.35,2.6,15,높음,5090.0,112.5
게시판,현판제작,1430,1290,52.3,54.2,3.86,4.42,15,높음,2720.0,106.5
게시판,차량스티커,1430,7560,19.1,86.0,1.42,1.22,15,높음,8990.0,105.1
게시판,미니간판,780,2950,13.8,86.3,1.87,3.12,15,높음,3730.0,100.1
게시판,메뉴판디자인,910,2080,19.5,79.6,2.25,4.08,15,높음,2990.0,99.1
게시판,자석칠판,1130,6810,15.5,77.0,1.46,1.21,15,높음,7940.0,92.5
게시판,막대자석,670,2830,12.5,78.5,1.99,2.97,15,높음,3500.0,91.0
게시판,주차스티커,800,1540,30.9,54.6,4.01,3.74,15,높음,2340.0,85.5
게시판,실내간판,680,1480,23.2,61.0,3.59,4.33,15,높음,2160.0,84.2
게시판,간판종류,780,1900,14.1,69.6,1.95,3.94,15,높음,2680.0,83.69999999999997
게시판,예쁜자석,300,1890,2.5,76.1,0.86,4.33,15,높음,2190.0,78.6
게시판,돌출간판,1410,3460,14.3,64.3,1.07,1.97,15,높음,4870.0,78.6
게시판,강력자석,980,2770,9.1,69.0,0.99,2.64,15,높음,3750.0,78.1
게시판,명판,6420,5010,27.9,49.3,0.46,1.05,15,높음,11430.0,77.19999999999997
게시판,칠판시트지,490,2320,8.5,68.2,1.85,3.16,15,높음,2810.0,76.7
게시판,간판가격,390,1840,6.7,69.3,1.81,4.02,15,높음,2230.0,76.0
게시판,화장실표지판,1070,2010,12.7,59.8,1.26,3.14,15,높음,3080.0,72.5
게시판,회사명판,2380,1670,31.3,40.3,1.37,2.54,15,높음,4050.0,71.6
게시판,인포메이션,2560,6170,10.3,58.3,0.43,1.02,15,높음,8730.0,68.6
게시판,스카시간판,1020,1870,15.0,49.0,1.54,2.81,15,높음,2890.0,64.0
게시판,아크릴스카시,1240,1140,30.0,33.0,2.56,3.08,15,높음,2380.0,63.0
게시판,카페간판,650,1850,9.7,49.5,1.58,2.89,15,높음,2500.0,59.2
게시판,고무스카시,1080,1480,22.8,32.5,2.22,2.33,15,높음,2560.0,55.3
게시판,코팅지,2450,5520,7.5,47.3,0.33,0.93,15,높음,7970.0,54.8
게시판,안내판,1890,1550,22.7,31.7,1.26,2.16,15,높음,3440.0,54.4
게시판,주물,2570,4010,8.9,41.8,0.37,1.12,15,높음,6580.0,50.7
게시판,코르크보드,1000,2910,8.3,42.0,0.88,1.54,15,높음,3910.0,50.3
게시판,스카시,2140,2170,19.9,24.0,0.99,1.18,15,높음,4310.0,43.9
주변맛집,밀키트,80600,354900,573.9,6050.3,0.74,1.78,15,높음,435500.0,6624.2
주변맛집,파주맛집,10800,163000,46.9,2779.9,0.47,1.84,15,높음,173800.0,2826.8
주변맛집,피자,17200,198500,118.0,2501.0,0.74,1.36,15,높음,215700.0,2619.0
주변맛집,킹크랩,9780,83500,59.8,1603.1,0.65,2.07,15,높음,93280.0,1662.9
주변맛집,송도맛집,10500,121400,29.5,1541.1,0.3,1.37,15,높음,131900.0,1570.6
주변맛집,대게,10700,96600,47.5,1449.7,0.52,1.73,15,높음,107300.0,1497.2
주변맛집,냉면맛집,4680,159800,5.6,1481.5,0.13,1.01,15,높음,164480.0,1487.1
주변맛집,주변맛집,6600,385800,7.1,1365.2,0.12,0.38,15,높음,392400.0,1372.3
주변맛집,청주맛집,11900,132200,29.2,1274.7,0.27,1.05,15,높음,144100.0,1303.9
주변맛집,태안맛집,6440,96000,17.9,1184.8,0.3,1.31,13,중간,102440.0,1202.7
주변맛집,안면도가볼만한곳,4900,61900,27.9,1148.5,0.6,1.95,15,높음,66800.0,1176.4
주변맛집,대부도갈만한곳,3610,68100,17.4,1128.3,0.51,1.76,15,높음,71710.0,1145.7
주변맛집,킹크랩시세,4440,48300,50.5,1075.6,1.22,2.43,15,높음,52740.0,1126.1
주변맛집,안면도맛집,3950,58400,14.8,987.7,0.4,1.8,15,높음,62350.0,1002.5
주변맛집,서귀포맛집,5990,115400,17.7,785.5,0.32,0.73,15,높음,121390.0,803.2
주변맛집,삼척맛집,8640,129900,30.6,734.6,0.38,0.61,15,높음,138540.0,765.2
주변맛집,새우,7350,53400,19.5,597.0,0.28,1.18,15,높음,60750.0,616.5
주변맛집,내주변맛집,4410,232200,5.5,609.6,0.14,0.28,15,높음,236610.0,615.1
주변맛집,서울맛집,8310,71100,16.3,589.9,0.21,0.89,15,높음,79410.0,606.1999999999998
주변맛집,광화문맛집,8690,64300,18.3,553.9,0.23,0.92,15,높음,72990.0,572.1999999999998
주변맛집,여의도맛집,11300,77200,26.8,494.3,0.25,0.68,15,높음,88500.0,521.1
주변맛집,종로맛집,5620,53300,17.4,500.6,0.33,1.0,15,높음,58920.0,518.0
