210624,키워드,검색(PC),검색(폰),평균클릭(PC),평균클릭(폰),평클릭률(PC),평균클릭률(폰),노출광고수,경쟁도,총조회,총클릭,상품수,top3,비율(조회),비율 (클릭)
192,사무실명판,310,170,7.2,7.7,2.36,5.08,15,높음,480,14,19235,val!아크릴간판 포맥스현판 회사명판 사무실표지판 표찰lnk!25855830012val!사파이어 미니간판 스텐현판 메탈명판 금속 골드 작은 소형 카페 회사 사무실표찰 표지판제작lnk!82137137001val!회사금속간판 스텐부식현판 사무실명패 명판 표지판lnk!26841677432,39,1209
193,사무실문패,200,170,4.9,10.7,2.66,6.55,15,높음,370,15,217559,val!아크릴간판 포맥스현판 회사명판 사무실표지판 표찰lnk!25855830012val!사파이어 미니간판 스텐현판 메탈명판 금속 골드 작은 소형 카페 회사 사무실표찰 표지판제작lnk!82137137001val!간판 아크릴현판 회사표찰 사무실표지판 표찰lnk!26843683729,586,13105
194,아크릴표찰,390,270,12.9,14.7,3.52,5.85,15,높음,660,27,88566,val!아크릴간판 포맥스현판 회사명판 사무실표지판 표찰lnk!25855830012val!아크릴현판 간판제작 카페 회사명판 사무실표지판 도어사인 표찰 팻말 실내 미니 사인물lnk!26675612101val!간판 아크릴현판 회사표찰 사무실표지판 표찰lnk!26843683729,133,3096
195,와이파이표지판,30,120,0.8,1.5,2.6,1.37,15,높음,150,2,15487,val!표지판 스티커 화장실 CCTV 분리수거 와이파이 금연구역 주차금지 출입금지 미끄럼주의lnk!82525322684val!메탈 와이파이 표지판 WIFI 비밀번호 픽토그램 표시 안내판 카페 아이콘 표시판lnk!21911684791val!와이파이 표지판 WIFI 비밀번호 픽토그램 표시 안내판 매장 카페 아이콘 팻말 표시판lnk!82133988272,102,4693
196,주택문패,30,150,1.2,2.5,3.9,1.64,9,중간,180,3,1738,val!D002 - 대문 문패 주택 원룸 빌라 아파트 현관문패 한글 한문 이름 명패lnk!12687820952val!A001 - 자율형 건물번호판 도로명 주소 간판 건물주소판 도로명판 주택 주소판 표지판 문패lnk!12491107767val!우리집 현관문패 대문 문패 아파트 주택 빌라 원룸 한글 한문 이름 가족 명패lnk!82705419359,9,369
197,골드현판,90,140,1.9,8,2.34,6.02,14,높음,230,9,1412,val!사파이어 미니간판 스텐현판 메탈명판 금속 골드 작은 소형 카페 회사 사무실표찰 표지판제작lnk!82137137001val!스텐 헤어라인 골드 현판 미니간판 스테인레스 황동 메탈lnk!81605736891val!스텐 미니 간판 셀프 예쁜 골드 금속 현판 작은 소형 카페 회사 사무실 메탈명판 제작lnk!82252798360,6,129
198,공부중,130,420,0,0,0,0,0,낮음,550,0,17993,val!제제데코 안내판 사무실 팻말 도어 사인물 표지판 087공부중lnk!26516848102val!제제데코 안내표지판 매장안내판 지금은공부중 팻말 - 오늘도 행복한쇼핑되세요lnk!26983620777val!팻말 안내표지판 지금은공부중 문구색상-골드무광 외 9가지옵션 JW6DCA00lnk!24933284878,32,17993
199,개봉상회,50,290,1,0,1.89,0,1,중간,340,1,18,val!풀컬러 디자인 감성 캠핑 문패 제작 자작나무 미니 간판 입간판 팻말lnk!82921065382val!아구찜 티셔츠 남녀공용 쓸데없는 선물lnk!82409933909val!홈포차 인테리어 포장마차 꾸미기 베란다 포차 홈까페 레트로 우드 감성 소품 주점 용품lnk!82907810568,0,9
200,물은셀프입니다,120,310,0.3,0.3,0.28,0.12,3,높음,430,0,53941,val!물은셀프입니다 안내판 표지판 ITJ825355 U-3908lnk!26857250226val!엣지사인 물은셀프입니다 유니온 ED9127lnk!27397053085val!안내표지판 팻말 푯말 사인 Q2_물은 셀프입니다lnk!26296572634,125,33713
201,OPEN간판,40,170,0,0,0,0,3,높음,210,0,9065,val!영업중 간판 LED 입구 오픈 네온 사인 OPEN 전광판 부동산간판 식당 개업선물 음식점lnk!82291799095val!영업중간판 LED간판 open 오픈 글자 포인트 미니 아크릴 식당 창문 약국 부동산 간판lnk!82490240554val!반디야 네온감성 광섬유 open간판 오픈간판 led간판lnk!22247829647,42,9065
202,디자인간판,180,390,5.8,20.5,3.5,5.55,15,높음,570,26,512012,val!사파이어 미니간판 스텐현판 메탈명판 금속 골드 작은 소형 카페 회사 사무실표찰 표지판제작lnk!82137137001val!포 우드 나무간판 원목표찰 목재 도어사인 실내 소형 대문 현관 레터링 미니현판 안내판제작lnk!82193642872val!아크릴현판 간판제작 카페 회사명판 사무실표지판 도어사인 표찰 팻말 실내 미니 사인물lnk!26675612101,896,18755
203,화단팻말,100,90,3.2,0,3.1,0,7,중간,190,3,3115,val!원목 나무 텃밭 농장 소품 반제품 팻말 푯말 나무팻말lnk!82196876921val!텃밭팻말 화단팻말 텃밭푯말 꽃표지판lnk!83008733551val!화단팻말 원목팻말 나무팻말 텃밭팻말 원목일체형lnk!26251225363,16,741
204,OPEN,4760,13000,1.2,5,0.03,0.05,11,중간,17760,6,253141,val!영업중 간판 LED 입구 오픈 네온 사인 OPEN 전광판 부동산간판 식당 개업선물 음식점lnk!82291799095val!후추통 잠깐 알림 안내판 01 OPEN WELCOME 오픈클로즈 표지판lnk!26762191472val!오픈 클로즈 OPEN CLOSED 팻말 자작나무 양면 안내판 문패lnk!80963185510,14,35158
205,도로명표지판,240,260,1.3,6.5,0.55,2.57,15,높음,500,7,1134,val!A001 - 자율형 건물번호판 도로명 주소 간판 건물주소판 도로명판 주택 주소판 표지판 문패lnk!12491107767val!건물번호판 신주소 새주소 도로명주소 표지판 오각형 소형 포맥스3T 신축 준공lnk!82834140372val!도로명주소 표지판 신주소 현판 건물번호판lnk!22201772538,2,128
206,자석현판,60,70,0.7,0.3,1.4,0.35,9,중간,130,1,1266,val!자석현판 철문간판  개인과외교습소간판lnk!21507110825val!자석현판 철문간판 30×20cm 차량 철문 간판lnk!22082034843val!자석현판 철문간판 60×20cm 차량 철문 간판lnk!21261643558,9,633
207,메탈간판,70,140,3.5,11.3,4.72,7.61,15,높음,210,14,11063,val!사파이어 미니간판 스텐현판 메탈명판 금속 골드 작은 소형 카페 회사 사무실표찰 표지판제작lnk!82137137001val!회사금속간판 스텐부식현판 사무실명패 명판 표지판lnk!26841677432val!스텐 헤어라인 골드 현판 미니간판 스테인레스 황동 메탈lnk!81605736891,52,700
208,호실번호판,30,100,0.7,3.3,1.93,3.5,15,높음,130,4,21138,val!호실판 호수판 룸넘버 방번호판 도어사인 아파트 동호수 빌라 현관문 대문 표찰 표지판 제작lnk!10767860091val!아파트호수판 WNR008 호실판 번호판 동호수 숫자판lnk!10558290734val!호실판 호수판 번호판 숫자판 현관문패 아파트호실 룸번호 룸넘버 호수표시 아파트동호수lnk!81969078983,161,4227
209,숫자판,370,940,2.5,1.8,0.7,0.21,15,높음,1310,4,47431,val!멀티넘버링 번호돌림판 수동 숫자 카운트 가격표 숫자판 모듈 날짜 환율 현황판 N2 N6lnk!25345216477val!아파트호수판 WNR008 호실판 번호판 동호수 숫자판lnk!10558290734val!오감플레이 러닝리소스 1-100수배열판 수백판 100숫자판 코팅지lnk!24136388103,36,8949
210,회의중,380,300,2,0.5,0.55,0.17,15,높음,680,2,29118,val!재실 재실표찰 공실 사무실 표찰 현판 표지판 안내판 비어있음 사용중 부재중 회의중lnk!27139214555val!아크릴 직사각 재실표시(대) / 기성/주문제작 사무실 재실표찰 현판 표지판 안내판 비었음 사용 부재 회의중 안내lnk!10977304953val!재실 표찰 표지판 안내판 무브형 부재중 회의중 외출 휴가 퇴근 알림 상황 표시 표찰lnk!82340497098,42,8319
211,개업선물,5560,33900,23.4,379.5,0.46,1.2,15,높음,39460,402,692049,val!거실화분 돈나무 금전수 올리브나무 뱅갈고무나무 스투키 알로카시아 극락조 해피트리 행운목 파키라 녹보수 실내화초 인테리어식물 개업식 집들이 개업선물 개업축하화분배달lnk!82394724466val!극락조 뱅갈고무나무 금전수 스투키 녹보수 올리브나무 해피트리 행운목 파키라 거실화분 집들이선물 관엽식물 개업축하 실내화초 인테리어식물lnk!82256308533val!발레로즈 거실그림 인테리어 유화색칠하기 캔버스 포스터 백드롭페인팅 아트조이 액자 개업 집들이 선물lnk!82990871846,17,1713
212,화장실표찰,270,120,5,8.3,2.03,7.25,15,높음,390,13,54424,val!화장실 표지판 안내문 안내판 표찰 표시 문구 팻말lnk!26013803840val!도어사인 화장실표지판 오픈안내판 영업중 표찰 CCTV녹화중 금연표시 관계자외출입금지 문패lnk!82121345920val![미국직수입소재] 로마크골드 화장실표지판 화장실표찰 화장실표시 디자인문패 인테리어lnk!80277786929,139,3805
213,스텐현판,290,80,8.5,5.7,3.33,7.7,15,높음,370,14,2740,val!사파이어 미니간판 스텐현판 메탈명판 금속 골드 작은 소형 카페 회사 사무실표찰 표지판제작lnk!82137137001val!회사금속간판 스텐부식현판 사무실명패 명판 표지판lnk!26841677432val!스텐 헤어라인 골드 현판 미니간판 스테인레스 황동 메탈lnk!81605736891,7,180
214,화장실문패,50,180,0.2,6.3,0.47,3.87,15,높음,230,6,317452,val!화장실 표지판 안내문 안내판 표찰 표시 문구 팻말lnk!26013803840val!도어사인 화장실표지판 오픈안내판 영업중 표찰 CCTV녹화중 금연표시 관계자외출입금지 문패lnk!82121345920val!안내판 표지판 CCTV녹화중 주차 금지 화장실 금연 흡연 소화기 조심 주의 알림판 푯말lnk!24187559407,1374,42326
215,층별안내,340,180,7.2,5,2.4,2.98,15,높음,520,12,1888,val!옥스퍼드 층별안내도 사인물 인포메이션간판 기업 빌딩 엘리베이터 내부 외부 회사명판lnk!83065897968val!문호수 아파트 동 현관 문 호수 호수판 번호판 층별안내 방 번호lnk!82276492966val!카르마5 층별안내판 아크릴간판 사인물 주문제작 카페 옷가게 기업 빌딩 실내 인포메이션현판lnk!83065611912,3,143
216,레터링간판,50,230,1,1.5,1.73,0.71,9,중간,280,2,2541,val!아크릴 스카시 셀프 간판 만들기 문패 글씨 글자 로고 숫자 이니셜 레터링 도어사인 제작lnk!8527754670val!포 우드 나무간판 원목표찰 목재 도어사인 실내 소형 대문 현관 레터링 미니현판 안내판제작lnk!82193642872val!아크릴 스카시 문자 글씨 글자 현판 실내 간판 디자인 레터링 도어사인 미니간판 디자인문패lnk!9918030436,9,726
217,아크릴번호,30,80,0.1,0,0.43,0,14,높음,110,0,52646,val!25 1에서50 사각 아크릴번호 3001표지판 숫자표지판 숫자판 숫 100X100lnk!26176250836val!사각아크릴번호 1에서50 3001표지판 11 외 36가지옵션 KW16B1A6 100X100lnk!24135149960val!아크릴 동호수 호실판 아파트 빌라 현관 대문 룸넘버 방 번호 표찰 표지판lnk!82335827394,474,47859
218,현관문번호,40,200,0.2,12.3,0.56,6.36,9,중간,240,12,21162,val!심플사인 WNR002 호실판 호수판 번호판 룸넘버 방번호 호실번호 문패 아파트 빌라 오피스텔 모텔 건물 현관문 도어번호 원룸 호텔 고시원 호실 호수 표시판 표지판 표찰lnk!12948064754val!호수판 번호판 호실 현관문 방번호 빌라호수 사무실 입체번호lnk!20858386067val!동 호수 아크릴 글씨 현관문 방 번호 판 208 타원형 룸넘버 도어사인 208lnk!27206112961,87,1567
219,몬스터다이버,510,630,1.6,1.8,0.34,0.32,7,중간,1140,3,900,val!도어사인 감성 입체글자 아크릴현판 스카시간판 글씨 문자 글귀 표찰 표지판 현관 안내판제작lnk!11816391942val!호실판 호수판 룸넘버 방번호판 도어사인 아파트 동호수 빌라 현관문 대문 표찰 표지판 제작lnk!10767860091val!입체글씨 아크릴글자 도어사인 스카시 감성문구 이니셜 간판 벽꾸미기 셀프돌상 주문제작lnk!82230054392,0,204
220,간판업체,1130,3430,32.5,195.4,3.32,6.18,15,높음,4560,227,999,val!미용실간판 에어간판 업체 플렉스간판 견적lnk!83083625032val!이지그룹 팻말 인테리어소품 OPEN 안내판 LED간판 간판제작 카페 표지판 간판업체 입간판 관계자외출입금지 j47049lnk!25381107846val!아크릴간판 미용실간판 플렉스 간판 업체 간판견적 큐브간판lnk!27382479759,0,4
221,사용중,330,230,0.4,0.8,0.14,0.35,14,높음,560,1,19842,val!재실 재실표찰 공실 사무실 표찰 현판 표지판 안내판 비어있음 사용중 부재중 회의중lnk!27139214555val!묶음상품 여닫이표지판 사용중 공실 x5개 표지 U-0902lnk!25670779716val!루리앤메리 우드 POP 51 사용중 사용가능 양면제품 자작나무 안내판 오픈클로즈 팻말lnk!27445655489,35,9019
222,흡연금지표지판,310,410,1.5,0.3,0.53,0.09,14,높음,720,1,8817,val!안내판 표지판 CCTV녹화중 주차 금지 화장실 금연 흡연 소화기 조심 주의 알림판 푯말lnk!24187559407val!금연구역 금연건물 표지판 안내판 표찰 흡연금지 과태료표시 대형사이즈lnk!82277730837val!금연안내표시 흡연금지구역 표찰 금연문구그림 아크릴표지판lnk!23057883597,12,3148
223,깃발간판,80,160,3,1.8,3.47,0.99,7,중간,240,4,288,val!옆간판 깃발어닝 간판 측면 양면 입 돌출 플래그 포인트lnk!82329451156val!깃발간판/플래그 캔버스천/포인트lnk!10549619997val!옆간판 깃발어닝 간판 측면 양면 입 돌출 플래그 포인트 플래그간판lnk!22652485067,1,49
224,미용실싸인볼,400,2760,7.9,149,2.13,5.78,15,높음,3160,156,6082,val![나리온] 프리미엄 LED 미용실 이발소 헤어샵 바버샵 싸인볼 사인볼 조명lnk!82755735516val!미용실 싸인볼 일반 중 R (1000 X 290)lnk!82497070380val!LED 미용실 싸인볼 미니/소/중/대 미용실 인테리어 사인볼lnk!10832433644,1,38
225,아크릴문자,90,150,1.9,1.7,2.1,1.07,15,높음,240,3,16201,val!도어사인 감성 입체글자 아크릴현판 스카시간판 글씨 문자 글귀 표찰 표지판 현관 안내판제작lnk!11816391942val!아크릴 스카시 문자 글씨 글자 현판 실내 간판 디자인 레터링 도어사인 미니간판 디자인문패lnk!9918030436val!아크릴 글자 고무스카시 셀프 입체 문자 간판 글씨 레터링 로고 숫자 이니셜 도어사인 문패lnk!81503390109,67,3521
226,계단표찰,100,100,1.7,5.3,1.74,5.23,15,높음,200,7,4983,val!계단 표찰 층별 광고 간판 표지판 아파트상가 안내판lnk!82520417508val!계단표찰 계단광고 층별표찰 주차금지CCTV안내판 간판lnk!22528183981val!계단 표찰 층별 광고 간판 표지판lnk!17838482677,24,622
227,글씨간판,110,340,2.5,11,2.6,3.11,15,높음,450,13,4484,val!아크릴 스카시 셀프 간판 만들기 문패 글씨 글자 로고 숫자 이니셜 레터링 도어사인 제작lnk!8527754670val!도어사인 감성 입체글자 아크릴현판 스카시간판 글씨 문자 글귀 표찰 표지판 현관 안내판제작lnk!11816391942val!고무스카시 입체글자 DIY 셀프간판 현판 금색문자 글씨제작 사무실 회사 병원 카페 가게lnk!13371496354,9,309
228,벨을눌러주세요,150,70,0,0,0,0,3,높음,220,0,3404,val!캐시드롭 루리앤메리 032 방문객은 벨을 눌러주세요 포인트 안내판 - 나의 특별한 라이프스타일 캐시드롭lnk!27232458556val!용무가 있으신분은 벨을 눌러주세요 U-1819lnk!10552956815val!표지판 안내판 팻말 푯말 _벨을 눌러주세요lnk!25790631393,15,3404
229,아크릴현판제작,220,170,9.1,13,4.41,8.56,15,높음,390,22,3361,val!아크릴현판 간판제작 카페 회사명판 사무실표지판 도어사인 표찰 팻말 실내 미니 사인물lnk!26675612101val!샤틴 아크릴간판 현판제작 회사 사무실 카페 부서표찰 미니 소형 작은 실내 안내판 표지판lnk!82064396067val!도어사인 감성 입체글자 아크릴현판 스카시간판 글씨 문자 글귀 표찰 표지판 현관 안내판제작lnk!11816391942,8,145
